passportArea/name,passportArea/id,passportArea/alpha3code,passportArea/alpha2code,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role/code2,role/code3,role/name,birthArea/name,birthArea/id,birthArea/alpha3code,birthArea/alpha2code,wyId,foot,shortName,currentNationalTeamId
France,250,FRA,FR,74,Christ Emmanuel Faitout,,Maouassa,3774,06/07/1998,170,MD,MID,Midfielder,France,250,FRA,FR,366571,left,F. Maouassa,null
C\u00f4te d'Ivoire,384,CIV,CI,89,Joris,,Gnagnon,3774,13/01/1997,182,DF,DEF,Defender,France,250,FRA,FR,366581,right,J. Gnagnon,null
Spain,724,ESP,ES,77,Iv\u00e1n,,Alejo Peralta,701,10/02/1995,186,MD,MID,Midfielder,Spain,724,ESP,ES,279555,right,Iv\u00e1n Alejo,null
Spain,724,ESP,ES,78,Florin,,Andone,677,11/04/1993,180,FW,FWD,Forward,Romania,642,ROU,RO,6165,right,F. Andone,11944
Sweden,752,SWE,SE,81,Victor,,Nilsson Lindel\u00f6f,1611,17/07/1994,187,DF,DEF,Defender,Sweden,752,SWE,SE,71703,right,V. Lindel\u00f6f,7047
Jamaica,388,JAM,JM,83,Ruben,,Loftus-Cheek,1610,23/01/1996,191,MD,MID,Midfielder,England,0,XEN,,235555,right,R. Loftus-Cheek,2413
Spain,724,ESP,ES,75,Francesc Aday,,Ben\u00edtez Caraballo,756,16/12/1987,179,DF,DEF,Defender,Spain,724,ESP,ES,6210,right,Aday,null
Germany,276,DEU,DE,87,Timo,,Baumgartl,2445,04/03/1996,190,DF,DEF,Defender,Germany,276,DEU,DE,235597,right,T. Baumgartl,3155
Italy,380,ITA,IT,75,Jonathan Cristian,,Silva,3158,29/06/1994,180,DF,DEF,Defender,Argentina,32,ARG,AR,137298,left,J. Silva,null
Burundi,108,BDI,BI,76,Thilo,,Kehrer,2449,21/09/1996,186,DF,DEF,Defender,Germany,276,DEU,DE,235606,right,T. Kehrer,3155
Italy,380,ITA,IT,80,Kevin,,Lasagna,3163,10/08/1992,186,FW,FWD,Forward,Italy,380,ITA,IT,333913,left,K. Lasagna,null
Croatia,191,HRV,HR,89,Lorenco,,\u0160imi\u0107,3204,15/07/1996,195,DF,DEF,Defender,Croatia,191,HRV,HR,350569,right,L. \u0160imi\u0107,9604
Spain,724,ESP,ES,70,Joseba,,Zald\u00faa Bengoetxea,712,24/06/1992,176,DF,DEF,Defender,Spain,724,ESP,ES,6281,right,Zald\u00faa,null
Bosnia-Herzegovina,70,BIH,BA,77,Kenan,,Kodro,6411,19/08/1993,187,FW,FWD,Forward,Spain,724,ESP,ES,6292,right,K. Kodro,10001
France,250,FRA,FR,67,Lassana,,Coulibaly,3799,10/04/1996,175,MD,MID,Midfielder,Mali,466,MLI,ML,366760,right,L. Coulibaly,19001
Finland,246,FIN,FI,80,Timo,,Stavitski,3783,17/07/1999,180,MD,MID,Midfielder,Finland,246,FIN,FI,399576,right,T. Stavitski,5051
Spain,724,ESP,ES,72,Jon Ander,,Serantes Simon,712,04/01/1989,184,GK,GKP,Goalkeeper,Spain,724,ESP,ES,6363,right,Serantes,null
Spain,724,ESP,ES,74,Unai,,Bustinza Mart\u00ednez,712,02/02/1992,175,DF,DEF,Defender,Spain,724,ESP,ES,6365,right,Bustinza,null
Spain,724,ESP,ES,71,Javier,,Eraso Go\u00f1i,712,22/03/1990,180,MD,MID,Midfielder,Spain,724,ESP,ES,6370,right,Eraso,null
Eritrea,232,ERI,ER,74,Alexander,,Isak,2447,21/09/1999,190,FW,FWD,Forward,Sweden,752,SWE,SE,399599,right,A. Isak,7054
Argentina,32,ARG,AR,70,Esteban,,Rol\u00f3n,683,25/03/1995,175,MD,MID,Midfielder,Argentina,32,ARG,AR,399673,right,E. Rol\u00f3n,null
Spain,724,ESP,ES,72,Pablo,,Fornals Malla,682,22/02/1996,179,MD,MID,Midfielder,Spain,724,ESP,ES,399676,right,Pablo Fornals,1604
Guinea,324,GIN,GN,75,Issiaga,,Sylla,3780,01/01/1994,180,DF,DEF,Defender,Guinea,324,GIN,GN,203113,left,I. Sylla,null
Spain,724,ESP,ES,72,Ra\u00fal,,Garc\u00eda Carnero,712,30/04/1989,175,DF,DEF,Defender,Spain,724,ESP,ES,6513,left,Ra\u00fal Garc\u00eda,null
Slovakia,703,SVK,SK,86,J\u00e1n,,\u010eurica,,10/12/1981,188,DF,DEF,Defender,Slovakia,703,SVK,SK,101616,left,J. \u010eurica,14496
Spain,724,ESP,ES,80,Pedro,,L\u00f3pez Galisteo,,21/01/1995,185,GK,GKP,Goalkeeper,Spain,724,ESP,ES,6577,right,Pedro L\u00f3pez,null
France,250,FRA,FR,71,Nicolas,,Janvier,3774,11/08/1998,173,MD,MID,Midfielder,France,250,FRA,FR,367146,right,N. Janvier,null
Mauritania,478,MRT,MR,84,Bingourou,,Kamara,3779,21/10/1996,193,GK,GKP,Goalkeeper,France,250,FRA,FR,301635,right,B. Kamara,4425
Senegal,686,SEN,SN,71,Ibrahima,,Niane,3777,11/03/1999,187,FW,FWD,Forward,Senegal,686,SEN,SN,498357,right,I. Niane,19318
Nigeria,566,NGA,NG,84,Simeon,,Tochukwu Nwankwo,3197,07/05/1992,198,FW,FWD,Forward,Nigeria,566,NGA,NG,72397,right,Simy,16823
Guinea,324,GIN,GN,77,Fran\u00e7ois,,Kamano,3772,01/05/1996,175,FW,FWD,Forward,Guinea,324,GIN,GN,334552,right,F. Kamano,null
Russia,643,RUS,RU,73,Artur,,Yusupov,13897,01/09/1989,180,MD,MID,Midfielder,Russia,643,RUS,RU,101704,right,A. Yusupov,null
Finland,246,FIN,FI,80,Sauli,,V\u00e4is\u00e4nen,3204,05/06/1994,190,DF,DEF,Defender,Finland,246,FIN,FI,170738,right,S. V\u00e4is\u00e4nen,null
Russia,643,RUS,RU,74,Aleksandr,,Kokorin,13885,19/03/1991,181,FW,FWD,Forward,Russia,643,RUS,RU,101705,right,A. Kokorin,null
Spain,724,ESP,ES,82,Alexander,,Alegr\u00eda Moreno,695,10/10/1992,189,FW,FWD,Forward,Spain,724,ESP,ES,6914,right,\u00c1lex Alegr\u00eda,null
Chile,152,CHL,CL,81,Pedro Pablo,,Hern\u00e1ndez,692,24/10/1986,185,MD,MID,Midfielder,Argentina,32,ARG,AR,269060,left,P. Hern\u00e1ndez,12381
Spain,724,ESP,ES,71,H\u00e9ctor,,Hern\u00e1ndez Ortega,696,23/05/1991,173,DF,DEF,Defender,Spain,724,ESP,ES,6925,left,H\u00e9ctor,null
Spain,724,ESP,ES,76,Pablo,,\u00cdnsua Blanco,2449,09/09/1993,187,DF,DEF,Defender,Spain,724,ESP,ES,6950,right,Pablo \u00cdnsua,null
Russia,643,RUS,RU,80,Fyodor,,Smolov,13887,09/02/1990,187,FW,FWD,Forward,Russia,643,RUS,RU,101707,right,F. Smolov,14358
Argentina,32,ARG,AR,76,Giovanni Pablo,,Simeone,3176,05/07/1995,180,FW,FWD,Forward,Spain,724,ESP,ES,269152,right,G. Simeone,null
Colombia,170,COL,CO,74,W\u00edlmar Enrique,,Barrios Ter\u00e1n,12057,16/10/1993,178,MD,MID,Midfielder,Colombia,170,COL,CO,246928,right,W. Barrios,12430
Ukraine,804,UKR,UA,77,Olexandr,,Kucher,4510,22/10/1982,184,DF,DEF,Defender,Ukraine,804,UKR,UA,105328,right,O. Kucher,14622
Brazil,76,BRA,BR,75,Willian,,Borges da Silva,1610,09/08/1988,175,MD,MID,Midfielder,Brazil,76,BRA,BR,105333,right,Willian,6380
Portugal,620,PRT,PT,65,Douglas ,,Costa de Souza,3159,14/09/1990,170,MD,MID,Midfielder,Brazil,76,BRA,BR,105334,left,Douglas Costa,6380
Brazil,76,BRA,BR,67,Fernando Luiz,,Rosa,1625,04/05/1985,179,MD,MID,Midfielder,Brazil,76,BRA,BR,105339,right,Fernandinho,6380
Algeria,12,DZA,DZ,75,Ramy,,Bensebaini,3774,16/04/1995,186,DF,DEF,Defender,Algeria,12,DZA,DZ,334720,left,R. Bensebaini,16009
Poland,616,POL,PL,77,Pawe\u0142,,Jaroszy\u0144ski,3165,02/10/1994,184,DF,DEF,Defender,Poland,616,POL,PL,269188,left,P. Jaroszy\u0144ski,null
Poland,616,POL,PL,62,Bartosz,,Kapustka,2453,23/12/1996,179,MD,MID,Midfielder,Poland,616,POL,PL,269189,right,B. Kapustka,13876
Croatia,191,HRV,HR,78,Ivan,,Strini\u0107,3157,17/07/1987,186,DF,DEF,Defender,Croatia,191,HRV,HR,105361,left,I. Strini\u0107,9598
Ukraine,804,UKR,UA,78,Yevhen,,Konoplyanka,2449,29/09/1989,178,MD,MID,Midfielder,Ukraine,804,UKR,UA,105378,right,Y. Konoplyanka,14622
Poland,616,POL,PL,73,Karol,,Linetty,3164,02/02/1995,176,MD,MID,Midfielder,Poland,616,POL,PL,138174,right,K. Linetty,13869
Argentina,32,ARG,AR,80,Lucas Ariel,,Boy\u00e9,692,28/02/1996,180,FW,FWD,Forward,Argentina,32,ARG,AR,334817,right,L. Boy\u00e9,null
Switzerland,756,CHE,CH,78,Nico,,Elvedi,2454,30/09/1996,189,DF,DEF,Defender,Switzerland,756,CHE,CH,236528,right,N. Elvedi,6697
Germany,276,DEU,DE,65,Dennis,,Geiger,2482,10/06/1998,172,MD,MID,Midfielder,Germany,276,DEU,DE,367621,right,D. Geiger,null
Italy,380,ITA,IT,79,Danilo Fernando,,Avelar,3789,09/06/1989,185,DF,DEF,Defender,Brazil,76,BRA,BR,105523,left,Danilo Avelar,null
Spain,724,ESP,ES,73,Lucas,,P\u00e9rez Mart\u00ednez,677,10/09/1988,180,FW,FWD,Forward,Spain,724,ESP,ES,105541,left,Lucas P\u00e9rez,null
Ukraine,804,UKR,UA,87,Maksym,,Koval,677,09/12/1992,188,GK,GKP,Goalkeeper,Ukraine,804,UKR,UA,105587,right,M. Koval,14622
Spain,724,ESP,ES,86,Ra\u00fal,,Albentosa Redal,677,07/09/1988,192,DF,DEF,Defender,Spain,724,ESP,ES,7302,right,Albentosa,null
Ukraine,804,UKR,UA,70,Serhiy,,Rybalka,4513,01/04/1990,176,MD,MID,Midfielder,Ukraine,804,UKR,UA,105612,right,S. Rybalka,null
Nigeria,566,NGA,NG,70,Brown,,Ideye Aide,683,10/10/1988,180,FW,FWD,Forward,Nigeria,566,NGA,NG,105616,right,B. Ideye,null
Switzerland,756,CHE,CH,78,Admir,,Mehmedi,2451,16/03/1991,183,FW,FWD,Forward,Macedonia FYR,807,MKD,MK,105619,right,A. Mehmedi,null
Ukraine,804,UKR,UA,81,Andriy,,Yarmolenko,2447,23/10/1989,189,FW,FWD,Forward,Ukraine,804,UKR,UA,105622,left,A. Yarmolenko,14622
Slovakia,703,SVK,SK,79,Milan,,\u0160kriniar,3161,11/02/1995,188,DF,DEF,Defender,Slovakia,703,SVK,SK,138408,right,M. \u0160kriniar,14496
Germany,276,DEU,DE,74,Florian,,Kath,2453,21/10/1994,184,MD,MID,Midfielder,Germany,276,DEU,DE,269490,left,F. Kath,null
Ukraine,804,UKR,UA,74,Vladlen,,Yurchenko,,22/01/1994,181,MD,MID,Midfielder,Ukraine,804,UKR,UA,138493,right,V. Yurchenko,14622
Serbia,688,SRB,RS,73,Strahinja,,Tanasijevi\u0107,3165,12/06/1997,183,DF,DEF,Defender,Serbia,688,SRB,RS,400684,right,S. Tanasijevi\u0107,null
Argentina,32,ARG,AR,66,Carlos Andr\u00e9s,,S\u00e1nchez Arcosa,5655,02/12/1984,170,MD,MID,Midfielder,Uruguay,858,URY,UY,86340,right,C. S\u00e1nchez,15670
Netherlands,528,NLD,NL,88,Vincent,,Janssen,4487,15/06/1994,183,FW,FWD,Forward,Netherlands,528,NLD,NL,269676,left,V. Janssen,null
Brazil,76,BRA,BR,72,Lucas Pedro,,Alves De Lima,3770,10/10/1991,178,DF,DEF,Defender,Brazil,76,BRA,BR,40301,left,Lucas Lima,null
Serbia,688,SRB,RS,88,Aleksandar,,Prijovi\u0107,12510,21/04/1990,191,FW,FWD,Forward,Switzerland,756,CHE,CH,50411,right,A. Prijovi\u0107,17322
Spain,724,ESP,ES,74,Manuel Alejandro,,Garc\u00eda S\u00e1nchez,696,26/04/1986,182,MD,MID,Midfielder,Spain,724,ESP,ES,7585,left,Manu Garc\u00eda,null
Spain,724,ESP,ES,72,Leonardo,,Carrilho Baptist\u00e3o,691,26/08/1993,181,FW,FWD,Forward,Brazil,76,BRA,BR,7623,right,L\u00e9o Baptist\u00e3o,null
Spain,724,ESP,ES,73,Ignacio,,Vidal Miralles,674,24/01/1995,180,DF,DEF,Defender,Spain,724,ESP,ES,302542,right,Nacho Vidal,null
Spain,724,ESP,ES,0,Brais,,M\u00e9ndez Portela,692,07/01/1997,187,MD,MID,Midfielder,Spain,724,ESP,ES,302550,left,Brais M\u00e9ndez,null
Portugal,620,PRT,PT,70,Gon\u00e7alo Manuel,,Ganchinho Guedes,3767,29/11/1996,179,FW,FWD,Forward,Portugal,620,PRT,PT,237034,right,Gon\u00e7alo Guedes,9905
France,250,FRA,FR,0,Benjamin,,V\u00e9rit\u00e9,3776,21/04/1999,0,MD,MID,Midfielder,France,250,FRA,FR,499200,,B. V\u00e9rit\u00e9,null
Spain,724,ESP,ES,74,Mario Gaspar,,P\u00e9rez Mart\u00ednez,682,24/11/1990,182,DF,DEF,Defender,Spain,724,ESP,ES,3529,right,Mario,null
Turkey,792,TUR,TR,75,Suat,,Serdar,2460,11/04/1997,183,MD,MID,Midfielder,Germany,276,DEU,DE,302600,right,S. Serdar,null
Brazil,76,BRA,BR,92,C\u00e1ssio Roberto,,Ramos,5656,06/06/1987,195,GK,GKP,Goalkeeper,Brazil,76,BRA,BR,40536,right,C\u00e1ssio,6380
Italy,380,ITA,IT,80,Leandro,,Cast\u00e1n da Silva,5657,05/11/1986,184,DF,DEF,Defender,Brazil,76,BRA,BR,40538,left,Leandro Cast\u00e1n,null
Portugal,620,PRT,PT,75,Marcos ,,Ao\u00e1s Corr\u00eaa ,3767,14/05/1994,183,DF,DEF,Defender,Brazil,76,BRA,BR,40539,right,Marquinhos,6380
France,250,FRA,FR,65,Thomas,,Carrique,3772,26/02/1999,170,DF,DEF,Defender,France,250,FRA,FR,499295,right,T. Carrique,null
Brazil,76,BRA,BR,71,Jos\u00e9 Paulo,,Bezzera Maciel J\u00fanior,9174,25/07/1988,182,MD,MID,Midfielder,Brazil,76,BRA,BR,40550,right,Paulinho,6380
Brazil,76,BRA,BR,82,Matheus,,D\u00f3ria Macedo,4622,08/11/1994,189,DF,DEF,Defender,Brazil,76,BRA,BR,40574,left,D\u00f3ria,6385
Italy,380,ITA,IT,77,Guilherme,,dos Santos Torres,677,05/04/1991,179,MD,MID,Midfielder,Brazil,76,BRA,BR,40614,right,Guilherme,null
Poland,616,POL,PL,83,\u0141ukasz,,Fabia\u0144ski,1633,18/04/1985,190,GK,GKP,Goalkeeper,Poland,616,POL,PL,7847,right,\u0141. Fabia\u0144ski,13869
Argentina,32,ARG,AR,88,Dami\u00e1n Emiliano,,Mart\u00ednez,698,02/09/1992,195,GK,GKP,Goalkeeper,Argentina,32,ARG,AR,7848,right,E. Mart\u00ednez,null
Poland,616,POL,PL,84,Wojciech ,,Szcz\u0119sny,3159,18/04/1990,196,GK,GKP,Goalkeeper,Poland,616,POL,PL,7849,right,W. Szcz\u0119sny,13869
Switzerland,756,CHE,CH,87,Johan Danon,,Djourou-Gbadjere,3204,18/01/1987,191,DF,DEF,Defender,C\u00f4te d'Ivoire,384,CIV,CI,7850,right,J. Djourou,6697
Spain,724,ESP,ES,80,Ignasi,,Miquel i Pons,683,28/09/1992,189,DF,DEF,Defender,Spain,724,ESP,ES,7857,left,Miquel,null
Senegal,686,SEN,SN,72,Bacary,,Sagna,3219,14/02/1983,176,DF,DEF,Defender,France,250,FRA,FR,7858,right,B. Sagna,null
Belgium,56,BEL,BE,80,Thomas,,Vermaelen,676,14/11/1985,183,DF,DEF,Defender,Belgium,56,BEL,BE,7860,left,T. Vermaelen,5629
Reunion,638,REU,RE,74,Francis,,Coquelin,674,13/05/1991,178,MD,MID,Midfielder,France,250,FRA,FR,7864,right,F. Coquelin,null
Italy,380,ITA,IT,75,Francesco,,Cassata,3315,16/07/1997,183,MD,MID,Midfielder,Italy,380,ITA,IT,302798,right,F. Cassata,3764
England,0,XEN,,86,Gary ,,Cahill,1610,19/12/1985,193,DF,DEF,Defender,England,0,XEN,,7887,right,G. Cahill,2413
Chile,152,CHL,CL,76,Thomas,,Rodr\u00edguez,9624,05/04/1996,183,MD,MID,Midfielder,Argentina,32,ARG,AR,401104,right,T. Rodr\u00edguez,null
Brazil,76,BRA,BR,71,Wendell,,Nascimento Borges,2446,20/07/1993,176,DF,DEF,Defender,Brazil,76,BRA,BR,40657,left,Wendell,null
Serbia,688,SRB,RS,75,Milan,,Gaji\u0107,3772,28/01/1996,178,DF,DEF,Defender,Serbia,688,SRB,RS,237267,right,M. Gaji\u0107,17324
Serbia,688,SRB,RS,82,Marko,,Gruji\u0107,1612,13/04/1996,191,MD,MID,Midfielder,Serbia,688,SRB,RS,237268,right,M. Gruji\u0107,17322
Serbia,688,SRB,RS,77,Sa\u0161a,,Luki\u0107,695,13/08/1996,183,MD,MID,Midfielder,Serbia,688,SRB,RS,237269,right,S. Luki\u0107,17324
Nigeria,566,NGA,NG,83,John Michael,,Nchekwube Obinna,9132,22/04/1987,188,MD,MID,Midfielder,Nigeria,566,NGA,NG,7898,right,J. Obi Mikel,16823
C\u00f4te d'Ivoire,384,CIV,CI,77,Salomon Armand Magloire,,Kalou,2457,05/08/1985,184,FW,FWD,Forward,C\u00f4te d'Ivoire,384,CIV,CI,7904,right,S. Kalou,null
Congo DR,180,COD,CD,94,Romelu,,Lukaku Menama,1611,13/05/1993,190,FW,FWD,Forward,Belgium,56,BEL,BE,7905,left,R. Lukaku,5629
Spain,724,ESP,ES,79,Fernando Jos\u00e9,,Torres Sanz,679,20/03/1984,186,FW,FWD,Forward,Spain,724,ESP,ES,7908,right,Fernando Torres,null
Spain,724,ESP,ES,82,David,,de Gea Quintana,1611,07/11/1990,193,GK,GKP,Goalkeeper,Spain,724,ESP,ES,7910,right,David de Gea,1598
England,0,XEN,,71,Phil,,Jones,1611,21/02/1992,185,DF,DEF,Defender,England,0,XEN,,7918,right,P. Jones,2413
Portugal,620,PRT,PT,78,Rafael,,Pereira da Silva,3766,09/07/1990,172,DF,DEF,Defender,Brazil,76,BRA,BR,7920,right,Rafael,null
Portugal,620,PRT,PT,72,Lu\u00eds Carlos,,Almeida da Cunha,3162,17/11/1986,177,MD,MID,Midfielder,Cape Verde Islands,132,CPV,CV,7926,right,Nani,null
England,0,XEN,,65,Jesse,,Lingard,1611,15/12/1992,174,MD,MID,Midfielder,England,0,XEN,,7934,right,J. Lingard,2413
Guinea,324,GIN,GN,84,Paul,,Pogba,1611,15/03/1993,191,MD,MID,Midfielder,France,250,FRA,FR,7936,right,P. Pogba,4418
Jamaica,388,JAM,JM,65,Ashley ,,Young,1611,09/07/1985,175,DF,DEF,Defender,England,0,XEN,,7939,right,A. Young,2413
Mexico,484,MEX,MX,73,Javier,,Hern\u00e1ndez Balc\u00e1zar,1633,01/06/1988,175,FW,FWD,Forward,Mexico,484,MEX,MX,7941,right,J. Hern\u00e1ndez,15473
Ghana,288,GHA,GH,73,Daniel Nii,,Tackie Mensah Welbeck,1609,26/11/1990,185,FW,FWD,Forward,England,0,XEN,,7945,right,D. Welbeck,2413
England,0,XEN,,76,Brad,,Jones,16470,19/03/1982,194,GK,GKP,Goalkeeper,Australia,36,AUS,AU,7947,left,B. Jones,8493
Spain,724,ESP,ES,92,Jos\u00e9 Manuel ,,Reina P\u00e1ez,3157,31/08/1982,188,GK,GKP,Goalkeeper,Spain,724,ESP,ES,7949,right,Pepe Reina,1598
Spain,724,ESP,ES,92,Sebasti\u00e1n,,Coates Ni\u00f3n,1632,07/10/1990,196,DF,DEF,Defender,Uruguay,858,URY,UY,7954,right,S. Coates,15670
France,250,FRA,FR,0,Rayan,,A\u00eft Nouri,3799,06/06/2001,0,DF,DEF,Defender,France,250,FRA,FR,565016,null,R. A\u00eft Nouri,null
England,0,XEN,,67,Jordan Brian,,Henderson,1612,17/06/1990,182,MD,MID,Midfielder,England,0,XEN,,7964,right,J. Henderson,2413
Italy,380,ITA,IT,73,Lucas ,,Pezzini Leiva,3162,09/01/1987,179,MD,MID,Midfielder,Brazil,76,BRA,BR,7965,right,Lucas Leiva,null
Uruguay,858,URY,UY,86,Luis Alberto,,Su\u00e1rez D\u00edaz,676,24/01/1987,182,FW,FWD,Forward,Uruguay,858,URY,UY,7972,right,L. Su\u00e1rez,15670
Italy,380,ITA,IT,77,Davide,,Santon,3161,02/01/1991,186,DF,DEF,Defender,Italy,380,ITA,IT,7982,right,D. Santon,null
Algeria,12,DZA,DZ,77,Mehdi,,Abeid,3804,06/08/1992,178,MD,MID,Midfielder,France,250,FRA,FR,7986,right,M. Abeid,null
Brazil,76,BRA,BR,84,Carlos Henrique,,Casimiro,675,23/02/1992,185,MD,MID,Midfielder,Brazil,76,BRA,BR,40756,right,Casemiro,6380
Brazil,76,BRA,BR,93,Willian Jos\u00e9,,da Silva,687,23/11/1991,189,FW,FWD,Forward,Brazil,76,BRA,BR,40770,right,Willian Jos\u00e9,null
Portugal,620,PRT,PT,83,Rafael,,Cabral Barbosa,3187,20/05/1990,186,GK,GKP,Goalkeeper,Brazil,76,BRA,BR,40774,right,Rafael,null
Brazil,76,BRA,BR,78,Paulo Henrique,,Chagas de Lima,680,12/10/1989,184,MD,MID,Midfielder,Brazil,76,BRA,BR,40800,left,Ganso,null
Congo DR,180,COD,CD,84,Anga Dedryck,,Boyata,8508,28/11/1990,188,DF,DEF,Defender,Belgium,56,BEL,BE,8034,right,D. Boyata,5629
Brazil,76,BRA,BR,69,Felipe ,,Anderson Pereira Gomes,3162,15/04/1993,178,MD,MID,Midfielder,Brazil,76,BRA,BR,40806,right,Felipe Anderson,null
Brazil,76,BRA,BR,68,Neymar,,da Silva Santos Junior,3767,05/02/1992,175,FW,FWD,Forward,Brazil,76,BRA,BR,40810,right,Neymar,6380
C\u00f4te d'Ivoire,384,CIV,CI,82,Sehrou,,Guirassy,2463,12/03/1996,187,FW,FWD,Forward,France,250,FRA,FR,263490,right,S. Guirassy,null
France,250,FRA,FR,73,Salomon Junior,,Sambia,3787,07/09/1996,185,MD,MID,Midfielder,France,250,FRA,FR,335763,right,J. Sambia,null
England,0,XEN,,95,Jack,,Butland,1639,10/03/1993,196,GK,GKP,Goalkeeper,England,0,XEN,,8094,right,J. Butland,2413
Spain,724,ESP,ES,73,Borja,,Valero Iglesias,3161,12/01/1985,175,MD,MID,Midfielder,Spain,724,ESP,ES,3543,right,Borja Valero,null
Portugal,620,PRT,PT,75,Jos\u00e9 Miguel,,da Rocha Fonte,3776,22/12/1983,191,DF,DEF,Defender,Portugal,620,PRT,PT,8126,right,Jos\u00e9 Fonte,9905
Spain,724,ESP,ES,69,Iago,,Falqu\u00e9 Silva,3185,04/01/1990,174,FW,FWD,Forward,Spain,724,ESP,ES,8148,left,Iago Falqu\u00e9,null
Italy,380,ITA,IT,70,Fabrizio,,Caligara,3173,12/04/2000,180,MD,MID,Midfielder,Italy,380,ITA,IT,434142,left,F. Caligara,null
Sweden,752,SWE,SE,81,Martin,,Olsson,10531,17/05/1988,178,DF,DEF,Defender,Sweden,752,SWE,SE,8192,left,M. Olsson,7047
Italy,380,ITA,IT,67,Giovanni,,Crociata,3197,11/08/1997,174,MD,MID,Midfielder,Italy,380,ITA,IT,368642,right,G. Crociata,3764
Congo DR,180,COD,CD,75,Steven N'Kemboanza Mike Christopher,,N'Zonzi,3158,15/12/1988,196,MD,MID,Midfielder,France,250,FRA,FR,8200,right,S. N'Zonzi,4418
Spain,724,ESP,ES,76,Rub\u00e9n ,,Rochina Naixes,695,23/03/1991,182,MD,MID,Midfielder,Spain,724,ESP,ES,8213,left,Rub\u00e9n Rochina,null
Iceland,352,ISL,IS,77,Ragnar,,Sigur\u00f0sson,13897,19/06/1986,187,DF,DEF,Defender,Iceland,352,ISL,IS,55983,right,R. Sigur\u00f0sson,7839
Morocco,504,MAR,MA,85,Marouane,,Fellaini-Bakkioui,1611,22/11/1987,194,MD,MID,Midfielder,Belgium,56,BEL,BE,8249,right,M. Fellaini,5629
Italy,380,ITA,IT,75,Rafael,,Tol\u00f3i,3172,10/10/1990,185,DF,DEF,Defender,Brazil,76,BRA,BR,41034,right,Rafael Tol\u00f3i,null
Cameroon,120,CMR,CM,70,Beno\u00eet,,Assou-Ekotto,,24/03/1984,178,DF,DEF,Defender,France,250,FRA,FR,8268,left,B. Assou-Ekotto,null
England,0,XEN,,83,Kyle,,Walker,1625,28/05/1990,183,DF,DEF,Defender,England,0,XEN,,8277,right,K. Walker,2413
Wales,0,XWA,,81,Gareth Frank,,Bale,675,16/07/1989,185,FW,FWD,Forward,Wales,0,XWA,,8278,left,G. Bale,10682
Croatia,191,HRV,HR,66,Luka,,Modri\u0107,675,09/09/1985,172,MD,MID,Midfielder,Croatia,191,HRV,HR,8287,right,L. Modri\u0107,9598
Brazil,76,BRA,BR,78,Thiago Henrique,,Mendes Ribeiro,3776,15/03/1992,176,MD,MID,Midfielder,Brazil,76,BRA,BR,41056,right,Thiago Mendes,null
Portugal,620,PRT,PT,75,Sandro ,,Ranieri Guimar\u00e3es Cordeiro,3219,15/03/1989,187,MD,MID,Midfielder,Brazil,76,BRA,BR,8291,right,Sandro,null
Jamaica,388,JAM,JM,76,Danny,,Rose,1624,02/07/1990,174,DF,DEF,Defender,England,0,XEN,,8292,left,D. Rose,2413
Spain,724,ESP,ES,74,Giovani,,dos Santos Ram\u00edrez,7847,11/05/1989,175,FW,FWD,Forward,Mexico,484,MEX,MX,8297,left,G. dos Santos,15473
Serbia,688,SRB,RS,83,Aleksandar,,Kolarov,3158,10/11/1985,187,DF,DEF,Defender,Serbia,688,SRB,RS,8306,left,A. Kolarov,17322
Congo DR,180,COD,CD,85,Vincent,,Kompany,1625,10/04/1986,193,DF,DEF,Defender,Belgium,56,BEL,BE,8307,right,V. Kompany,5629
Tunisia,788,TUN,TN,79,Karim,,Rekik,2457,02/12/1994,186,DF,DEF,Defender,Netherlands,528,NLD,NL,8309,left,K. Rekik,664
Montenegro,499,MNE,ME,80,Stefan,,Savi\u0107,679,08/01/1991,187,DF,DEF,Defender,Montenegro,499,MNE,ME,8311,right,S. Savi\u0107,17371
Suriname,740,SUR,SR,72,Nigel,,de Jong,2460,30/11/1984,174,MD,MID,Midfielder,Netherlands,528,NLD,NL,8315,right,N. de Jong,null
Spain,724,ESP,ES,67,David Josu\u00e9,,Jim\u00e9nez Silva,1625,08/01/1986,173,MD,MID,Midfielder,Spain,724,ESP,ES,8317,left,David Silva,1598
Spain,724,ESP,ES,69,Denis,,Su\u00e1rez Fern\u00e1ndez,676,06/01/1994,176,MD,MID,Midfielder,Spain,724,ESP,ES,8323,right,Denis Su\u00e1rez,null
Spain,724,ESP,ES,70,Sergio Leonel,,Ag\u00fcero del Castillo,1625,02/06/1988,173,FW,FWD,Forward,Argentina,32,ARG,AR,8325,right,S. Ag\u00fcero,12274
Ghana,288,GHA,GH,88,Mario ,,Barwuah Balotelli,3775,12/08/1990,189,FW,FWD,Forward,Italy,380,ITA,IT,8326,right,M. Balotelli,3757
Bosnia-Herzegovina,70,BIH,BA,84,Edin,,D\u017eeko,3158,17/03/1986,193,FW,FWD,Forward,Bosnia-Herzegovina,70,BIH,BA,8327,right,E. D\u017eeko,10001
Brazil,76,BRA,BR,86,Pablo,,Nascimento Castro,3772,21/06/1991,188,DF,DEF,Defender,Brazil,76,BRA,BR,41127,right,Pablo,null
